代碼,學分,學時,老師,班級,Subject,科目,時間,地點
1508,3,3,涂裕民,四工二選, Computer Aided Drawing,電腦輔助繪圖,五05-07,工203生產管理實習室
1509,3,3,林文燦,四工三選, Manufacturing Strategy Management,製造策略管理,一02-04,管理館M115階梯教室
1510,3,3,廖麗滿,四工三選, Enterprise Resource Planning,企業資源規劃系統,一02-04,工203生產管理實習室
1511,3,3,黃美玲,四工三選, Quality Engineering,品質工程,一02-04,工302製造管理電子化
1512,3,3,賴俊良,四工三選, Management Information Systems,管理資訊系統,一02-04,工403品質管理實驗室
1513,3,3,黃喬次,四工三選, Graphical Programming Language,圖形化監控資訊系統,二05-07,工501製商整合實習室
1514,3,3,廖士榮,四工三選, Manufactory Engineering,製造工程,二05-07,工303整合製造模擬室
1515,3,3,翁美玲,四工三選, Service Management,服務業管理,二05-07,工201微電腦實習室
1516,3,3,李淑芬,四工三選, Logistics and Supply Chain System Design,物流與供應鏈系統設計,二05-07,工302製造管理電子化
1517,3,3,陳吉祥,四工三選, industrial hygiene,工業衛生,三02-04,工002製造程序改善室
1518,3,3,王文派,四工三選, English for Science and Technology,科技英文,三02-04,工303整合製造模擬室
1519,3,3,郭福豫,四工三選, Statistical Process Control,統計製程管制,三02-04,工201微電腦實習室
1520,3,3,梁勝亮,四工三選, International Quality Assurance,國際品質保證,三02-04,工001工管科階梯教室
1521,3,3,翁美玲,四工四選, Industrial Diagnosis and Improvement,產業診斷與改善,一05-07,工203生產管理實習室
1522,3,3,梁勝亮,四工四選, Purchase computerization,採購電子化,二02-04,工302製造管理電子化
1523,3,3,陳慶華,四工四選, Customer Relationship Management,顧客關係管理,三05-07,工501製商整合實習室
1524,3,3,林芷薐,四工四選, Strategy Management,策略管理,三05-07,工001工管科階梯教室
1525,12,12,工管實習,四工四選, Extracurricular Intern （Ⅱ）,校外實習（二）,,
1541,3,3,陳永福,四工一甲, Computer Program,計算機程式,一02-04,管理館M514
1542,3,3,李淑芬,四工一甲, Manufacturing Processes,製造程序,一05-06,"工002製造程序改善室), 五05-0"
1543,1,2,蔡梨暖,四工一甲, Plant Practice,工廠實習,五07-08,工003製造程序改善室
1544,3,3,張蘂銘,四工一乙, Computer Program,計算機程式,二05-07,工203生產管理實習室
1545,3,3,廖士榮,四工一乙, Manufacturing Processes,製造程序,二03-04,"工303整合製造模擬室), 五08-0"
1546,1,2,廖士榮,四工一乙, Plant Practice,工廠實習,二01-02,工003製造程序改善室
1547,3,3,黃敬仁,四工一丙, Computer Program,計算機程式,二01-03,工201微電腦實習室
1548,3,3,蔡梨暖,四工一丙, Manufacturing Processes,製造程序,一07-08,"工002製造程序改善室), 五06-0"
1549,1,2,郭威伸,四工一丙, Plant Practice,工廠實習,一03-04,工003製造程序改善室
1550,3,3,鄭建鑫,四工一丁, Computer Program,計算機程式,五06-08,工501製商整合實習室
1551,3,3,王偉驎,四工一丁, Manufacturing Processes,製造程序,四05-06,"工103設施規劃實習室), 一05-0"
1552,1,2,郭威伸,四工一丁, Plant Practice,工廠實習,五02-03,工003製造程序改善室
1553,3,3,柯美珠,四工二甲, Cost Accounting,成本會計,二02-03,"工503工作研究實習室), 三04-0"
1554,3,3,陳貴琳,四工二甲, Statistics （Ⅱ）,統計學（二）,三05-07,工403品質管理實驗室
1555,3,3,吳章傑,四工二甲, Human Factor Engineering,人因工程,四01-02,"工001工管科階梯教室), 四05-0"
1556,3,3,洪永祥,四工二甲, Material Management,物料管理,一07-07,"工201微電腦實習室), 三02-0"
1557,3,3,楊旭豪,四工二乙, Cost Accounting,成本會計,三05-06,"國秀樓411教室), 四05-0"
1558,3,3,蔣寬和,四工二乙, Statistics （Ⅱ）,統計學（二）,四06-08,工002製造程序改善室
1559,3,3,夏太長,四工二乙, Human Factor Engineering,人因工程,三01-03,工103設施規劃實習室
1560,3,3,于鴻福,四工二乙, Material Management,物料管理,二02-04,工002製造程序改善室
1561,3,3,柯美珠,四工二丙, Cost Accounting,成本會計,二04-04,"工503工作研究實習室), 三02-0"
1562,3,3,黃美玲,四工二丙, Statistics （Ⅱ）,統計學（二）,一05-07,工403品質管理實驗室
1563,3,3,吳章傑,四工二丙, Human Factor Engineering,人因工程,四06-08,工001工管科階梯教室
1564,3,3,曾懷恩,四工二丙, Material Management,物料管理,三05-07,管理館M115階梯教室
1565,3,3,翁美玲,四工二丁, Cost Accounting,成本會計,二02-04,工403品質管理實驗室
1566,3,3,黃存宏,四工二丁, Statistics （Ⅱ）,統計學（二）,三07-07,"工103設施規劃實習室), 四01-0"
1567,3,3,夏太長,四工二丁, Human Factor Engineering,人因工程,三04-06,工103設施規劃實習室
1568,3,3,張清波,四工二丁, Material Management,物料管理,一05-07,工001工管科階梯教室
1569,3,3,陳貴琳,四工三甲, Engineering Economy,工程經濟,三01-01,"工403品質管理實驗室), 四05-0"
1570,3,3,楊旭豪,四工三甲, Operations Research,作業研究,三07-07,"國秀樓411教室), 四01-0"
1571,2,6,工管專題甲,四工三甲, Project study （Ⅱ）,實務專題（二）,,
1572,3,4,洪永祥,四工三甲, Facilities Planning,設施規劃,一05-06,"工201微電腦實習室), 三05-0"
1573,3,3,王文派,四工三乙, Engineering Economy,工程經濟,三05-06,"工503工作研究實習室), 四05-0"
1574,3,3,廖麗滿,四工三乙, Operations Research,作業研究,一05-06,"工103設施規劃實習室), 二04-0"
1575,2,6,工管專題乙,四工三乙, Project study （Ⅱ）,實務專題（二）,,
1576,3,4,許淑女,四工三乙, Facilities Planning,設施規劃,五05-08,工201微電腦實習室
1577,3,3,王文派,四工三丙, Engineering Economy,工程經濟,三07-07,"工503工作研究實習室), 四06-0"
1578,3,3,陳彥匡,四工三丙, Operations Research,作業研究,一05-07,工303整合製造模擬室
1579,2,6,工管專題丙,四工三丙, Project study （Ⅱ）,實務專題（二）,,
1580,3,4,張清波,四工三丙, Facilities Planning,設施規劃,二01-04,工001工管科階梯教室
1581,3,3,陳貴琳,四工三丁, Engineering Economy,工程經濟,四01-02,"工403品質管理實驗室), 四07-0"
1582,3,3,廖麗滿,四工三丁, Operations Research,作業研究,一07-07,"工103設施規劃實習室), 二02-0"
1583,2,6,工管專題丁,四工三丁, Project study （Ⅱ）,實務專題（二）,,
1584,3,4,陳水閦,四工三丁, Facilities Planning,設施規劃,三05-07,"工303整合製造模擬室), 四08-0"
1585,0,320,,四工四甲, Diversified Training,多元實習,,
1586,0,320,,四工四乙, Diversified Training,多元實習,,
1587,0,320,,四工四丙, Diversified Training,多元實習,,
1588,0,320,,四工四丁, Diversified Training,多元實習,,
1589,0,3,何境峰,工管-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1590,0,3,廖士榮,工管-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1591,0,3,李淑芬,工管-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1592,0,3,曾懷恩,工管-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1593,0,3,翁美玲,工管-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1594,0,3,黃喬次,工管-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1595,0,3,陳水閦,工管-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1596,0,3,陳貴琳,工管-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1597,0,3,康鶴耀,工管-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1598,0,3,黃美玲,工管-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1599,0,3,王文派,工管-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
15A0,0,3,洪永祥,工管-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
15A1,0,3,黃存宏,工管-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1600,3,3,管衍德,四冷一選, Introduction to Clean Energy Applications,潔淨能源應用概論,五05-07,E109能源工程實驗室
1601,3,3,謝聖平,四冷二選1, Power Electronics,電力電子學,一02-04,國秀樓305教室
1602,3,3,柯文,四冷二選1, Linear Circuits,線性電路,一02-04,國秀樓405教室
1603,3,4,變頻空調實務,四冷二選2, Inverter Air-Conditioning Practice Ⅱ- Air-Conditioning Installation Engineering,變頻空調實務（二）,一05-08,工具機學院大樓五樓VA506教室
1604,3,4,陳緯中,四冷二選2, Fundamental Practical Application of HVAC & R,冷凍空調基礎裝修實務,一05-08,E104冷凍空調裝
1605,3,4,黃譯興,四冷二選3, Power Electricity Equipment Inspection,用電設備檢驗,三01-04,E018冷凍空調自動控制實驗室
1606,3,4,陳兆雄,四冷二選4, Computer software application and practice,電腦軟體應用及實習,四05-08,E103冷凍空調設計實驗室
1607,3,4,陳金順,四冷三選1, Practice of inverter air conditioner （四）,變頻空調實務（四）,一01-04,工具機學院大樓五樓VA506教室
1609,3,3,賴坊濱,四冷三選2, Introduction to Hydrogen Technology,氫能技術概論,一05-07,國秀樓413教室
1610,3,3,李哲尹,四冷三選2, Distinctive Air-Conditioning System,特殊空調系統,一05-07,國秀樓307教室
1611,3,3,張俊民,四冷三選3, Solar Photoelectricity Installation Practice,太陽光電安裝實務,二05-07,E109能源工程實驗室
1612,3,3,楊愷祥,四冷三選3, Cryogenic Engineering,低溫工程,二06-08,E029冷凍工程實驗室
1613,3,3,顏阿桃,四冷三選4, Energy and sustainable development,能源與永續發展,三05-07,E018冷凍空調自動控制實驗室
1614,3,3,李哲尹,四冷四選1, Energy - saving technology of air conditioning,節能技術概論,一02-04,國秀樓409教室
1615,3,3,錢穎濃,四冷四選2, Planning and Management of Refrigeration and Air-Conditioning Engineering,冷凍空調工程規劃與管理,一05-07,國秀樓511教室
1616,3,3,風力發電工程與,四冷四選3, Monitoring and management of smart electrical,風力發電工程與應用,三02-04,E109能源工程實驗室
1617,3,3,田大青,四冷四選4, Vibration and Noise Control,振動與噪音控制,三05-07,國秀樓503教室
1618,3,3,顏阿桃,四冷四選5, Green Building Evaluation,綠建築評估,五02-04,E102電子實驗室
1619,3,3,施文玫,四冷四選5, Green Building and Lighting Energy Saving,綠建築與照明節能,五05-07,國秀樓503教室
1625,3,3,黃建民,四冷一甲, Thermodynamics,熱力學,三01-01,"E021空調工程實驗室), 五01-0"
1626,3,3,張雅羚,四冷一甲, Computer Aided Drawing,電腦輔助繪圖,三05-07,E103冷凍空調設計實驗室
1627,2,4,林國堅,四冷一甲, Electronics and Lab（Ⅱ）,電子學及實習（二）,四05-08,E102電子實驗室
1628,1,1,顏阿桃,四冷一甲, Introduction to Energy,能源概論,一06-06,E102電子實驗室
1629,3,3,吳友烈,四冷一乙, Thermodynamics,熱力學,三05-06,"E021空調工程實驗室), 五04-0"
1630,3,3,張雅羚,四冷一乙, Computer Aided Drawing,電腦輔助繪圖,五01-03,E103冷凍空調設計實驗室
1631,2,4,林國堅,四冷一乙, Electronics and Lab（Ⅱ）,電子學及實習（二）,五05-08,E102電子實驗室
1632,1,1,顏阿桃,四冷一乙, Introduction to Environmental control,環境控制概論,一07-07,E102電子實驗室
1633,3,3,林志宏,四冷一丙, Thermodynamics,熱力學,一08-08,"E021空調工程實驗室), 四07-0"
1634,3,3,柯文,四冷一丙, Fundamentals of Electric Machinery,電機應用,一05-07,國秀樓410教室
1635,3,3,楊愷祥,四冷一丙, Engineering Mechanics,工程力學,五01-02,"E018冷凍空調自動控制實驗室), 二05-0"
1636,2,3,陳兆雄,四冷一丙, Computer Program,計算機程式,三02-04,E103冷凍空調設計實驗室
1637,3,3,趙有光,四冷二甲, Engineering Mathematics（Ⅱ）,工程數學（二）,二05-06,"國秀樓311教室), 五06-0"
1638,3,3,余光正,四冷二甲, Automatic Control,自動控制,四01-02,"E110電機應用實驗室), 五04-0"
1639,3,3,李哲尹,四冷二甲, Energy Application,能源應用,三07-07,"國秀樓311教室), 二07-0"
1640,3,3,陸紀文,四冷二甲, Heat Transfer,熱傳學,二03-04,"國秀樓302教室), 三06-0"
1641,3,3,趙有光,四冷二乙, Engineering Mathematics（Ⅱ）,工程數學（二）,三07-07,"國秀樓312教室), 五07-0"
1642,3,3,余光正,四冷二乙, Automatic Control,自動控制,三05-06,"E110電機應用實驗室), 五03-0"
1643,3,4,陳兆雄,四冷二乙, Advanced Single-Chip Application and Laboratory,單晶片應用及實習,二05-08,E103冷凍空調設計實驗室
1644,3,3,陸紀文,四冷二乙, Heat Transfer,熱傳學,二02-02,"國秀樓302教室), 五05-0"
1645,3,3,趙有光,四冷二丙, Engineering Mathematics（Ⅱ）,工程數學（二）,二07-07,"國秀樓311教室), 三05-0"
1646,3,3,陸紀文,四冷二丙, Heat Transfer,熱傳學,二05-05,"國秀樓302教室), 五03-0"
1647,3,3,許智能,四冷二丙, Engineering Mechanics,工程力學,二02-02,"E021空調工程實驗室), 五07-0"
1648,3,3,余光正,四冷二丙, Automatic Control,自動控制,三07-07,"E110電機應用實驗室), 五05-0"
1649,2,4,黃譯興,四冷三甲, Refrigeration and Air-Conditioning Energy-Saving Technique and Practices,冷凍空調節能技術及實習,五05-08,E018冷凍空調自動控制實驗室
1650,3,4,能源工程原理,四冷三甲, Energy Engineering Principle and Practices,能源工程原理及實習,四05-08,E109能源工程實驗室
1651,3,4,謝文健,四冷三甲, Refrigeration and Air-Conditioning Design and Practices,冷凍空調設計及實習,二01-04,E029冷凍工程實驗室
1652,2,6,冷凍專題甲,四冷三甲, Project study （Ⅰ）,實務專題（一）,,
1653,2,4,黃譯興,四冷三乙, Refrigeration and Air-Conditioning Energy-Saving Technique and Practices,冷凍空調節能技術及實習,四05-08,E018冷凍空調自動控制實驗室
1654,3,4,能源工程原理,四冷三乙, Energy Engineering Principle and Practices,能源工程原理及實習,五01-04,E109能源工程實驗室
1655,3,4,謝文健,四冷三乙, Refrigeration and Air-Conditioning Design and Practices,冷凍空調設計及實習,三01-04,E029冷凍工程實驗室
1656,2,6,冷凍專題乙,四冷三乙, Project study （Ⅰ）,實務專題（一）,,
1657,2,4,黃正杰,四冷三丙, Refrigeration and Air-Conditioning Practices,冷凍空調實習,四05-08,E029冷凍工程實驗室
1658,3,4,王國宗,四冷三丙, Air-conditioning Engineering Design,冷凍空調設計,三01-04,國秀樓509教室
1659,3,3,黃譯興,四冷三丙, Refrigeration and Air-Conditioning Energy-Saving Technique,冷凍空調節能技術,四09-09,"E018冷凍空調自動控制實驗室), 五03-0"
1660,2,6,冷凍專題丙,四冷三丙, Project study （Ⅰ）,實務專題（一）,,
1661,0,320,,四冷四甲, Diversified Training,多元實習,,
1662,0,320,,四冷四乙, Diversified Training,多元實習,,
1663,0,320,,四冷四丙, Diversified Training,多元實習,,
1664,9,9,冷凍校外實習,冷校外實習, PRACTICAL TRAINING（一）,校外實習（一）,,
